cmte_id,cand_id,cand_nm,recipient_nm,disb_amt,disb_dt,recipient_city,recipient_st,recipient_zip,disb_desc,memo_cd,memo_text,form_tp,file_num,tran_id,election_tp
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BOCCACCIO'S RESTAURANT",2705.3,03-JUL-15,"WESTLAKE VILLAGE","CA","91361","FACILTY RENTAL/FOOD/BEVERAGES","X","","SB23","1053893","SBCCUV1.9128","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","GOOGLE",428.59,03-SEP-15,"MOUNTAIN VIEW","CA","94043","WEB SERVICE","X","","SB23","1053893","SBCCUV1.10109","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","MADISON MCQUEEN LLC",42250,15-DEC-15,"EL SEGUNDO","CA","90245","MEDIA","","","SB23","1057556","SB23.90363","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","MADISON MCQUEEN LLC",67657.71,04-OCT-15,"EL SEGUNDO","CA","90245","MEDIA/POLITICAL STRATEGY CONSULTING/TRAV","","","SB23","1057556","SB23.90378","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","MADISON MCQUEEN LLC",27390,20-OCT-15,"EL SEGUNDO","CA","90245","POLITICAL STRATEGY CONSULTING/MEDIA","","","SB23","1057556","SB23.90785","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","MADISON MCQUEEN LLC",44479.76,17-NOV-15,"EL SEGUNDO","CA","90245","POLITICAL STRATEGY CONSULTING/MEDIA","","","SB23","1057556","SB23.90786","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BALLI, CHRISTOPHER",16696,15-OCT-15,"LOS ANGELES","CA","90034","COLLATERAL MATERIALS- HATS/POSTERS","","","SB23","1057556","SB23.90134","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ADOBE CREATIVE CLOUD",54.11,03-SEP-15,"SAN JOSE","CA","95113","SUBSCRIPTIONS","X","","SB23","1053893","SBCCUV1.9448","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ADOBE CREATIVE CLOUD",54.11,03-SEP-15,"SAN JOSE","CA","95113","SUBSCRIPTIONS","X","","SB23","1053893","SBCCUV1.9452","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ADOBE CREATIVE CLOUD",54.11,03-SEP-15,"SAN JOSE","CA","95113","SUBSCRIPTIONS","X","","SB23","1053893","SBCCUV1.9456","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",40.7,03-SEP-15,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1053893","SBCCUV1.9942","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",26,03-SEP-15,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1053893","SBCCUV1.9943","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",5.1,03-SEP-15,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1053893","SBCCUV1.9944","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",43,03-SEP-15,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1053893","SBCCUV1.9954","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",39,03-SEP-15,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1053893","SBCCUV1.9955","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",68,03-SEP-15,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1053893","SBCCUV1.9956","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",78,03-SEP-15,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1053893","SBCCUV1.9957","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",26.58,03-SEP-15,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1053893","SBCCUV1.9962","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",31.76,03-SEP-15,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1053893","SBCCUV1.9963","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",211,21-MAY-15,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1024046","SB23CCUV6.1485","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",80,21-MAY-15,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1024046","SB23CCUV6.1489","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",15,21-MAY-15,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1024046","SB23CCUV6.1491","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",48.95,21-MAY-15,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1024046","SB23CCUV6.1525","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",209.7,21-MAY-15,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1024046","SB23CCUV6.1526","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",267.64,21-MAY-15,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1024046","SB23CCUV6.1527","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",170.78,21-MAY-15,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1024046","SB23CCUV6.1528","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",45.72,21-MAY-15,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1024046","SB23CCUV6.1535","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",10.95,21-MAY-15,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1024046","SB23CCUV6.1536","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ADOBE CREATIVE CLOUD",54.11,17-JUN-15,"SAN JOSE","CA","95113","SUBSCRIPTIONS","X","","SB23","1024046","SB23CCUV6.1437","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","INTUIT",2056.71,08-APR-15,"MOUNTAIN VIEW","CA","94043","SUBSCRIPTIONS","","","SB23","1024046","SB23.34023","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","INTUIT",238.11,14-MAY-15,"MOUNTAIN VIEW","CA","94043","SUBSCRIPTIONS","","","SB23","1024046","SB23.34188","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","INTUIT",144.05,20-MAY-15,"MOUNTAIN VIEW","CA","94043","PRINTING","","","SB23","1024046","SB23.34217","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","INTUIT",234.48,08-JUN-15,"MOUNTAIN VIEW","CA","94043","SUBSCRIPTIONS","","","SB23","1024046","SB23.34335","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","JUICE MARKETING LLC",352.25,21-MAY-15,"ALISO VIEJO","CA","92656","WEB SERVICE","X","","SB23","1024046","SB23CCUV6.1660","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","GOOGLE",289.42,17-JUN-15,"MOUNTAIN VIEW","CA","94043","WEB SERVICE","X","","SB23","1024046","SB23CCUV6.1663","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","JACK IN THE BOX",28.5,17-JUN-15,"SAN DIEGO","CA","92123","FOOD/BEVERAGES","X","","SB23","1024046","SB23CCUV6.1390","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","JUICE MARKETING LLC",5081.53,17-JUN-15,"ALISO VIEJO","CA","92656","PRINTING/STAGING/EQUIPMENT","X","","SB23","1024046","SB23CCUV6.1432","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","STAMPS.COM",12.98,17-JUN-15,"EL SEGUNDO","CA","90245","POSTAGE","X","","SB23","1024046","SB23CCUV6.1426","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","STAMPS.COM",15.99,17-JUN-15,"EL SEGUNDO","CA","90245","POSTAGE","X","","SB23","1024046","SB23CCUV6.1427","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",-179,17-JUN-15,"SAN FRANCISCO","CA","94105","CREDIT- TRAVEL","X","","SB23","1024046","SB23CCUV6.1248","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",45.72,17-JUN-15,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1024046","SB23CCUV6.1578","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",10.95,17-JUN-15,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1024046","SB23CCUV6.1579","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",41.28,17-JUN-15,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1024046","SB23CCUV6.1611","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",38.34,17-JUN-15,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1024046","SB23CCUV6.1621","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",9.59,17-JUN-15,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1024046","SB23CCUV6.1622","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",77,17-JUN-15,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1024046","SB23CCUV6.1627","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",33.98,17-JUN-15,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1024046","SB23CCUV6.1637","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",5,17-JUN-15,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1024046","SB23CCUV6.1638","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",26.24,17-JUN-15,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1024046","SB23CCUV6.1656","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ZIGNAL LABS INC",15000,22-MAY-15,"SAN FRANCISCO","CA","94111","SUBSCRIPTIONS","","","SB23","1024046","SB23.34237","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ZIGNAL LABS INC",5000,08-JUN-15,"SAN FRANCISCO","CA","94111","SUBSCRIPTIONS","","","SB23","1024046","SB23.34334","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","APPLESTORE",3816.9,17-JUN-15,"CUPERTINO","CA","95014","EQUIPMENT PURCHASE","X","","SB23","1024046","SB23CCUV6.1304","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","COURTYARD BY MARRIOTT  LAX",228.78,03-SEP-15,"LOS ANGELES","CA","90045","TRAVEL","X","","SB23","1053893","SBCCUV1.9904","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","GOOGLE",327.37,03-JUL-15,"MOUNTAIN VIEW","CA","94043","WEB SERVICE","X","","SB23","1053893","SBCCUV1.10103","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","JACK IN THE BOX",10.69,03-JUL-15,"SAN DIEGO","CA","92123","FOOD/BEVERAGES","X","","SB23","1053893","SBCCUV1.9144","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","STAMPS.COM",15.99,03-JUL-15,"EL SEGUNDO","CA","90245","POSTAGE","X","","SB23","1053893","SBCCUV1.9380","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","PORTA VISTA HOTEL",727.88,31-JUL-15,"SAN DIEGO","CA","92101","TRAVEL","X","","SB23","1053893","SB23UV.4681","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ADOBE CREATIVE CLOUD",54.11,03-JUL-15,"SAN JOSE","CA","95113","SUBSCRIPTIONS","X","","SB23","1053893","SBCCUV1.9426","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",10,03-JUL-15,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1053893","SBCCUV1.9001","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ADOBE CREATIVE CLOUD",54.11,03-JUL-15,"SAN JOSE","CA","95113","SUBSCRIPTIONS","X","","SB23","1053893","SBCCUV1.9428","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","GOOGLE",376.2,03-AUG-15,"MOUNTAIN VIEW","CA","94043","SUBSCRIPTIONS","X","","SB23","1053893","SBCCUV1.9440","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","CAMBRIDGE ANALYTICA",52495.16,04-AUG-15,"BEVERLY HILLS","CA","90211","WEB SERVICE/DONOR MODELING","","","SB23","1053893","SB23.1575","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","CAMBRIDGE ANALYTICA",141417.84,18-AUG-15,"BEVERLY HILLS","CA","90211","WEB SERVICE/DONOR MODELING","","","SB23","1053893","SB23.1576","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","CAMBRIDGE ANALYTICA",556459.57,02-JUL-15,"BEVERLY HILLS","CA","90211","WEB SERVICE/DONOR MODELING","","","SB23","1053893","SB23.1577","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ADOBE CREATIVE CLOUD",54.11,03-AUG-15,"SAN JOSE","CA","95113","SUBSCRIPTIONS","X","","SB23","1053893","SBCCUV1.9437","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ADOBE CREATIVE CLOUD",54.11,03-AUG-15,"SAN JOSE","CA","95113","SUBSCRIPTIONS","X","","SB23","1053893","SBCCUV1.9438","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ADOBE CREATIVE CLOUD",54.11,03-AUG-15,"SAN JOSE","CA","95113","SUBSCRIPTIONS","X","","SB23","1053893","SBCCUV1.9447","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HOTEL INDIGO",249.02,17-AUG-15,"SAN DIEGO","CA","92101","TRAVEL","X","","SB23","1053893","SB23UV.4673","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","FRONTIER AIRLINES",425.59,03-FEB-16,"DENVER","CO","80249","TRAVEL","X","","SB23","1056882","SB23UV3.4637","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","THE BROADMOOR",367.38,17-AUG-15,"COLORADO SPRINGS","CO","80901","TRAVEL","X","","SB23","1053893","SB23UV.4679","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","THE BROADMOOR",248.12,03-AUG-15,"COLORADO SPRINGS","CO","80906","TRAVEL","X","","SB23","1053893","SBCCUV1.9654","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","THE BROADMOOR",86.22,03-AUG-15,"COLORADO SPRINGS","CO","80906","TRAVEL","X","","SB23","1053893","SBCCUV1.9693","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","TIME PARKING LOT",5,03-AUG-15,"DENVER","CO","80202","TRAVEL","X","","SB23","1053893","SBCCUV1.9692","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","DEES, CHAD",322.31,27-JAN-16,"MONTROSE","CO","81403","TRAVEL- MILEAGE","","","SB23","1051537","SB239.90557","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","LEVEL 3 COMMUNICATIONS",4310,28-JAN-16,"DENVER","CO","80291","TELEPHONE SERVICE","","","SB23","1051537","SB239.90493","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","LEVEL 3 COMMUNICATIONS",8467,15-MAR-16,"DENVER","CO","80291","TELEPHONE SERVICE","","","SB23","1066253","SB23.999","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BAJA FRESH- DENVER",16.58,06-NOV-15,"DENVER","CO","80249","FOOD/BEVERAGES","X","","SB23","1057556","SBCCUV45.9290","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HOTEL BOULDERADO",903.14,06-NOV-15,"BOULDER","CO","80302","FACILITY RENTAL/FOOD/BEVERAGES","X","","SB23","1057556","SBCCUV45.9127","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HOTEL BOULDERADO",81.2,06-NOV-15,"BOULDER","CO","80302","FOOD/BEVERAGES","X","","SB23","1057556","SBCCUV45.9283","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HOTEL BOULDERADO",35.43,06-NOV-15,"BOULDER","CO","80302","FOOD/BEVERAGES","X","","SB23","1057556","SBCCUV45.9284","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HOTEL BOULDERADO",39.25,06-NOV-15,"BOULDER","CO","80302","FOOD/BEVERAGES","X","","SB23","1057556","SBCCUV45.9302","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HOTEL BOULDERADO",79.23,06-NOV-15,"BOULDER","CO","80302","TRAVEL","X","","SB23","1057556","SBCCUV45.9984","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HOTEL BOULDERADO",9120.28,09-DEC-15,"BOULDER","CO","80302","FACILITY RENTAL/CATERING","X","","SB23","1057556","SBCCUV45.9121","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","MERRY MAKERS & DECORATIONS",113.74,06-NOV-15,"GREELEY","CO","80634","DECORATIONS- BALLOONS","X","","SB23","1057556","SBCCUV45.9045","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","FRONTIER AIRLINES",238.55,06-NOV-15,"COLORADO","CO","80249","TRAVEL","X","","SB23","1057556","SBUC23.373","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","DEPENDABLE CLEANERS- BOULDER",26.78,06-NOV-15,"BOUDLER","CO","80302","DRY CLEANING SERVICES","X","","SB23","1057556","SBCCUV45.9083","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","DOUBLETREE DENVER",230.66,06-NOV-15,"DENVER","CO","80207","TRAVEL","X","","SB23","1057556","SBCCUV45.9916","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","FRONTIER AIRLINES",-425.59,03-MAR-16,"DENVER","CO","80249","CREDIT- TRAVEL","X","","SB23","1066253","SB23CCUV.9922","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SMASHBURGER  BOULDER",17.06,06-NOV-15,"BOULDER","CO","80301","FOOD/BEVERAGES","X","","SB23","1057556","SBCCUV45.9321","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HOTEL BOULDERADO",77.6,06-NOV-15,"BOULDER","CO","80302","TRAVEL","X","","SB23","1057556","SBCCUV45.10079","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","FRONTIER AIRLINES",50,07-OCT-15,"DENVER","CO","80249","TRAVEL","X","","SB23","1057556","SBCCUV45.9612","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","FRONTIER AIRLINES",99,07-OCT-15,"DENVER","CO","80249","TRAVEL","X","","SB23","1057556","SBCCUV45.9614","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HOTEL BOULDERADO",500,07-OCT-15,"BOULDER","CO","80302","TRAVEL","X","","SB23","1057556","SBCCUV45.9725","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UNITED PACIFIC",6.34,06-NOV-15,"DENVER","CO","80249","TRAVEL","X","","SB23","1057556","SBCCUV45.10107","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","FRONTIER AIRLINES",99,07-OCT-15,"DENVER","CO","80249","TRAVEL","X","","SB23","1057556","SBCCUV45.9609","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","FRONTIER AIRLINES",35,07-OCT-15,"DENVER","CO","80249","TRAVEL","X","","SB23","1057556","SBCCUV45.9610","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","LEVEL 3 COMMUNICATIONS",4310.1,20-OCT-15,"DENVER","CO","80291","TELEPHONE SERVICE","","","SB23","1057556","SB23.90905","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","LEVEL 3 COMMUNICATIONS",4310.1,17-NOV-15,"DENVER","CO","80291","TELEPHONE SERVICE","","","SB23","1057556","SB23.90906","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","DOUBLETREE",330.48,17-AUG-15,"DENVER","CO","80216","TRAVEL","X","","SB23","1053893","SB23UV.4610","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","LEVEL 3 COMMUNICATIONS",4310.1,15-DEC-15,"DENVER","CO","80291","TELEPHONE SERVICE","","","SB23","1057556","SB23.90907","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","LEVEL 3 COMMUNICATIONS",4310.2,01-OCT-15,"DENVER","CO","80291","TELEPHONE SERVICE","","","SB23","1057556","SB23.90908","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","FRONTIER AIRLINES",119,03-SEP-15,"DENVER","CO","80249","TRAVEL","X","","SB23","1053893","SBCCUV1.9882","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","FRONTIER AIRLINES",247.1,15-SEP-15,"COLORADO","CO","80249","TRAVEL","X","","SB23","1053893","SB23UV.4487","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","FRONTIER AIRLINES",394.87,15-SEP-15,"COLORADO","CO","80249","TRAVEL","X","","SB23","1053893","SB23UV.4488","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","RESIDENCE INN",177.49,15-SEP-15,"COLORADO SPRINGS","CO","80906","TRAVEL","X","","SB23","1053893","SB23UV.4489","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","RESIDENCE INN",177.49,15-SEP-15,"COLORADO SPRINGS","CO","80906","TRAVEL","X","","SB23","1053893","SB23UV.4490","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UNITED PACIFIC",29.2,03-AUG-15,"DENVER","CO","80249","FOOD/BEVERAGES","X","","SB23","1053893","SBCCUV1.9217","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","FRONTIER AIRLINES",132.1,03-JUL-15,"DENVER","CO","80249","TRAVEL","X","","SB23","1053893","SBCCUV1.9635","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","STEVE'S SNAPPIN' DOGS",16.21,21-MAY-15,"DENVER","CO","80206","FOOD/BEVERAGES","X","","SB23","1024046","SB23CCUV6.1355","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","THE BROADMOOR",1000,17-JUN-15,"COLORADO SPRINGS","CO","80906","FACILITY RENTAL","X","","SB23","1024046","SB23CCUV6.1311","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","LEVEL 3 COMMUNICATIONS",6551.29,17-JUN-15,"DENVER","CO","80217","TELEPHONE SERVICE","","","SB23","1024046","SB23.34391","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","LEVEL 3 COMMUNICATIONS",4310,18-AUG-15,"DENVER","CO","80291","TELEPHONE SERVICE","","","SB23","1053893","SB23.1471","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","LEVEL 3 COMMUNICATIONS",4310.1,24-JUL-15,"DENVER","CO","80291","TELEPHONE SERVICE","","","SB23","1053893","SB23.1472","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","THE BROADMOOR",4000,03-JUL-15,"COLORADO SPRINGS","CO","80906","FACILITY RENTAL/FOOD/BEVERAGES","X","","SB23","1053893","SBCCUV1.9125","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","RUDY'S COUNTRY BBQ",568.31,03-AUG-15,"COLORADO SPRINGS","CO","80904","FOOD/BEVERAGES","X","","SB23","1053893","SBCCUV1.9191","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SMASHBURGER",24.71,03-SEP-15,"DENVER","CO","80202","FOOD/BEVERAGES","X","","SB23","1053893","SBCCUV1.9287","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","THE BROADMOOR",47003.48,03-SEP-15,"COLORADO SPRINGS","CO","80906","FACILITY RENTAL/EQUIPMENT RENTAL/CATERIN","","","SB23","1053893","SB23.1106","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","DAWN'S CREATIONS",595.82,03-AUG-15,"COLORADO SPRINGS","CO","80904","FLORAL EXPENSE","X","","SB23","1053893","SBCCUV1.9132","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HYATT HOUSE",228.95,03-AUG-15,"DENVER","CO","80249","TRAVEL","X","","SB23","1053893","SBCCUV1.9689","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HYATT",193.24,17-AUG-15,"DENVER","CO","80216","TRAVEL","X","","SB23","1053893","SB23UV.4664","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","TAMALES BY LA CASITA",17.92,03-AUG-15,"DENVER","CO","80211","FOOD/BEVERAGES","X","","SB23","1053893","SBCCUV1.9196","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","READY REFRESH BY NESTLE",282.54,03-FEB-16,"STAMFORD","CT","06902","FOOD/BEVERAGE","X","","SB23","1056882","SB23UV3.4524","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SUBWAY",3.71,03-JUL-15,"MILFORD","CT","06461","FOOD/BEVERAGES","X","","SB23","1053893","SBCCUV1.9159","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SUBWAY",38.04,03-FEB-16,"MILFORD","CT","06461","FOOD/BEVERAGE","X","","SB23","1056882","SB23UV3.4559","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SUBWAY",28.94,03-FEB-16,"MILFORD","CT","06461","FOOD/BEVERAGE","X","","SB23","1056882","SB23UV3.4580","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SUBWAY",36.52,03-FEB-16,"MILFORD","CT","06461","FOOD/BEVERAGE","X","","SB23","1056882","SB23UV3.4593","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BROLIN, KENNETH",1300,26-JAN-16,"TORRINGTON","CT","06790","CONTRACT LABOR- ADMINISTRATIVE SERVICES","","","SB23","1051537","SB239.90021","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","DOUBLETREE WATERFORD",186.16,03-SEP-15,"WATERFORD","CT","06385","TRAVEL","X","","SB23","1053893","SBCCUV1.10040","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","DOUBLETREE WATERFORD",175.13,03-SEP-15,"WATERFORD","CT","06385","TRAVEL","X","","SB23","1053893","SBCCUV1.9857","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN LIVERY SERVICES INC",750,03-SEP-15,"NORWALK","CT","06850","TRANSPORTATION SERVICE","X","","SB23","1053893","SBCCUV1.9463","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BROLIN, KENNETH",127.91,27-JAN-16,"TORRINGTON","CT","06790","TRAVEL","","NO ITEMIZATION NECESSARY","SB23","1051537","SB239.90572","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SUBWAY",38.89,05-JAN-16,"MILFORD","CT","06461","FOOD/BEVERAGES","X","","SB23","1051537","SBCCUV23.4676","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SUBWAY",11.13,05-JAN-16,"MILFORD","CT","06461","FOOD/BEVERAGES","X","","SB23","1051537","SBCCUV23.4678","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","READY REFRESH BY NESTLE",412.89,09-DEC-15,"STAMFORD","CT","06902","FOOD/BEVERAGES","X","","SB23","1057556","SBCCUV45.9363","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SUBWAY",198.54,09-DEC-15,"MILFORD","CT","06461","FOOD/BEVERAGES","X","","SB23","1057556","SBCCUV45.9440","",
